Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Order,Product Image,Multi Image,Brand,List,Pros,Cons,Material,Softness,Price,Breathability,Thread count,Durability,Customer reviews,Size options,Care instructions,Color/pattern options,Weave type,Hypoallergenic properties,Eco friendliness,Warranty/return policy,Brand reputation,Total score,Popularity (sub score),Brand Reputation (sub score),Overall Value (sub score),Luxury (sub score),is_amazon,Description,promotion_code,promotion,exact_price,Affiliate url (web),Amazon affiliate url,Size,Amazon Affiliate url - mobile,Amazon Affiliate url - desktop,URL sanity,affiliation check
Ruched Sheet Set,ruched-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673b26290f74b48caae43b94,TRUE,TRUE,Mon Nov 18 2024 11:34:01 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 13:20:31 GMT+0000 (Coordinated Universal Time),,,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b9337f2fe93a8f9d9a5_673b25ec2efaea392425e6bf_81JQ2GD2A5L._AC_SL1500.jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b9337f2fe93a8f9d986_673b25f79961250d23ee1345_81agtRhipnL._AC_SL1500.avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b9337f2fe93a8f9d998_673b26070f20697bcd26f9cf_81neBlJoLAL._AC_SL1500.avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b9337f2fe93a8f9d99c_673b26106351424bba8eb88b_711PC6ThBrL._AC_SL1500.webp,bedsure,affordable,"Affordable, stylish ruched design, deep pockets",May require ironing,Microfiber,High,$19-$35,Good,Not specified,Good,4.5/5,"Twin, Twin XL, Full, Queen, King, King CaL, King Split",Machine washable,28,Not specified,Yes,Moderate,30-day return policy,Good,8,7,8,9,7,FALSE,Affordable stylish ruched microfiber sheets,HOMEPRINCIPLES,for 20% off,19,https://bedsurehome.com/products/ruched-sheet-set?ref=hp20&utm_source=GO,,,,,,
Sateen Sheet Set,sateen-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673f428202456e62de56232e,FALSE,TRUE,Thu Nov 21 2024 14:24:02 GMT+0000 (Coordinated Universal Time),Thu Dec 05 2024 11:04:01 GMT+0000 (Coordinated Universal Time),Sun Dec 08 2024 13:58:09 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046675dd9531e956436b_673f418b0aeda68f1e5dd794_satt_3_1-1536x1152.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046675dd9531e9564368_673f4166742b9746892bdd7e_sateen-sheet-set.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046675dd9531e9564395_673f4181b92af11356da881f_satss_1_1.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046675dd9531e956436e_673f419a0aeda68f1e5dee98_productimg_sateensetof3_whitepinstripe_1_2.webp,riley-home,sateen; bed-sheets; soft,"Soft texture, rich colors, comfortable, fits deep mattresses","Slight initial scratchiness, may require pressing after washing",Cotton,Very High,$100.80 – $270.00,Good,Not specified,Good,4.7/5,"Twin, Twin XL, Full, Queen, King, Cal King","Machine wash, press trim if needed",10/2,Sateen,Not specified,Moderate,30-day return policy,Very good,9.3,9,9,8,9,FALSE,Smooth sateen sheets with rich color and comfort,,,234,https://shareasale.com/r.cfm?b=1213612&u=4360840&m=81199&urllink=rileyhome%2Ecom%2Fproduct%2Fsateen%2Dsheet%2Dset%2F&afftrack=,,,,,,
Satin Sheet Set,satin-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673c760eb8d9a442feece67e,TRUE,TRUE,Tue Nov 19 2024 11:27:10 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 13:20:31 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 13:20:50 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8cc2b5ae48a94ec72b_673c7434699c4f58014dc067_SilverGreyFull-01_6550679f-01a6-42c0-ac3a-792ac58f76c9.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8cc2b5ae48a94ec728_673c747524007669025dc1c3_SilverGreyFull-04_2460b470-5eec-4ec9-9418-c79bc50f311f.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8cc2b5ae48a94ec720_673c7477be8646f37a9fd432_SilverGreyFull-07_4f2bc781-2043-4d65-84ae-8a6470faf792.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8cc2b5ae48a94ec72e_673c7478097bad8e621d5fd2_SilverGreyFull-05_c6e58ea4-bc39-4376-988f-0774010a9f36.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8cc2b5ae48a94ec71d_673c747afee1ec0945ea1c88_SilverGreyFull-03_a6ca8fa3-b185-4b25-b3fc-68fe90d0a8b2.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8cc2b5ae48a94ec718_673c747c90a31f7e2c36e49d_SilverGreyFull-02_7c2d3c3c-f671-4bb7-805d-1e4835a8bf31.jpeg,bedsure,sateen,"Smooth texture, affordable, variety of colors","May not be as durable as cotton, potential slipping issues",Polyester,High,$38-$53,Good,Not specified,Moderate,4.3/5,"Twin, Full, Queen, King","Machine wash cold, tumble dry low",9,Satin,Not specified,Low to Moderate,30-day return policy,Good,7,7,7,8,6,FALSE,Affordable satin sheets with smooth texture,HOMEPRINCIPLES,for 20% off,48,https://bedsurehome.com/products/bedsure-satin-sheet-set?ref=hp20&utm_source=GO&variant=40795727036518,,,,,,
Signature Hemmed Sheet Set,signature-hemmed-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,66965d2c19182b6ff3856a61,FALSE,TRUE,Tue Jul 16 2024 11:44:44 GMT+0000 (Coordinated Universal Time),Fri Nov 29 2024 14:17:51 GMT+0000 (Coordinated Universal Time),,3,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b4b46396e2f9dc3e31_66b1e04c8d551bf4b789c43a_66a9e714d4a06cea202da7d5_669e5a9ba98e7a13bcb21659_07102023_ADAMS_Cream_SignatureHemmed_DuvetSet_PulledBack_Carousel_L1_FINAL__2_.jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b4b46396e2f9dc3e48_66b1e04c8d551bf4b789c41f_66a9e715d4a06cea202da7fe_66a0abb7b88ba66f5fbb37f0_2.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b4b46396e2f9dc3e2e_66b1e04c8d551bf4b789c427_66a9e714d4a06cea202da7dc_66a0abb7286676ed39666c63_3.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b4b46396e2f9dc3e5b_66b1e04c8d551bf4b789c423_66a9e715d4a06cea202da7f1_66a0abb738ae32c1505a30fe_4.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b4b46396e2f9dc3e37_66b1e04c8d551bf4b789c430_66a9e714d4a06cea202da7e5_66a0abb7a830396f57f1685c_07152022_Set0_5_ADAMS_White_SignatureHemmed_SheetSet_Bundle_Sta.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b4b46396e2f9dc3e3a_66b1e04c8d551bf4b789c42b_66a9e714d4a06cea202da7df_66a0abb73550bcdceb818435_5.jpeg,boll-branch,bed-sheets; cotton; best-premium,"Organic, fair trade, soft","Higher price point, May wrinkle",Organic cotton,Very High,$188-$328,Good,300,High,4.7/5,"Twin, Full, Queen, King, Cal King, Split King","Machine wash cold, tumble dry low",8,Sateen,Yes,Very High,30-day return policy,Excellent,8.2,8,9,7.5,8,FALSE,"Premium organic cotton sheets, fair trade and soft",,,,,,,,,,
"Signature Hemmed Sheet Set - King + Standard, White",signature-hemmed-sheet-set---king-standard-white,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,672f104dc1da3387d8695b00,FALSE,FALSE,Sat Nov 09 2024 07:33:33 GMT+0000 (Coordinated Universal Time),Fri Dec 13 2024 11:10:15 GMT+0000 (Coordinated Universal Time),Fri Dec 13 2024 11:10:15 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8eaaad0cd7436d4cc8_672f14a26e7065c24981da18_Boll%2520%2526%2520Branch%2520Sheet%2520Set%2520King%2520White%2520(3).jpeg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8eaaad0cd7436d4cb6_672f14a2fc72525c88a211e0_51NtKeY-jgL._AC_SL1358_.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8eaaad0cd7436d4cba_672f14a23aa29a0544dcbdf4_Boll%2520%2526%2520Branch%2520Sheet%2520Set%2520King%2520White%2520(4).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8eaaad0cd7436d4cc8_672f14a26e7065c24981da18_Boll%2520%2526%2520Branch%2520Sheet%2520Set%2520King%2520White%2520(3).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8eaaad0cd7436d4cc2_672f14a2d88bcff7f67eeff4_Boll%2520%2526%2520Branch%2520Sheet%2520Set%2520King%2520White%2520(2).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8daaad0cd7436d4cb2_672f14a2996ace842c662ae4_Boll%2520%2526%2520Branch%2520Sheet%2520Set%2520King%2520White%2520(1).jpeg,boll-branch,king-size-on-amazon; fitted; fitted-on-amazon; deep-pocket; best-premium,"Luxurious feel, organic cotton, breathable","Higher price point, limited color options",Organic Cotton,Very High,$299.00,Excellent,Not specified,High,4.1/5,"Twin, Twin XL, Full, Queen, King, California King, Split King",Machine wash in cold water; tumble dry medium,9,Sateen,Yes,Very High,30-day return policy,Excellent,8.2,8.2,8.4,8.3,8.1,TRUE,"Luxurious organic cotton sheets, very breathable",,,299,,https://www.amazon.com/BOLL-BRANCH-Signature-Hemmed-Sheet/dp/B0BHZQ5G2Y?th=1&linkCode=ll1&tag=aehp-20&linkId=4a3a7d3af36be52b2296f0c5a465f1a9&language=en_US&ref_=as_li_ss_tl,,,,,
"Signature Hemmed Sheet Set - Queen, White",signature-hemmed-sheet-set---queen-white,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,672f104d6514a9b7caee0ff7,FALSE,FALSE,Sat Nov 09 2024 07:33:33 GMT+0000 (Coordinated Universal Time),Thu Dec 05 2024 10:54:32 GMT+0000 (Coordinated Universal Time),Sun Dec 08 2024 13:58:09 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046e43a57d0936e6e5f1_673d73418165fab7cae9346d_bool.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8eaaad0cd7436d4cba_672f14a23aa29a0544dcbdf4_Boll%2520%2526%2520Branch%2520Sheet%2520Set%2520King%2520White%2520(4).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8eaaad0cd7436d4cc8_672f14a26e7065c24981da18_Boll%2520%2526%2520Branch%2520Sheet%2520Set%2520King%2520White%2520(3).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8eaaad0cd7436d4cc2_672f14a2d88bcff7f67eeff4_Boll%2520%2526%2520Branch%2520Sheet%2520Set%2520King%2520White%2520(2).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8daaad0cd7436d4cb2_672f14a2996ace842c662ae4_Boll%2520%2526%2520Branch%2520Sheet%2520Set%2520King%2520White%2520(1).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/673c7b8e39efa2ffae16d49e_672f151c56634480ac5c6cf9_Boll%2520%2526%2520Branch%2520Sheet%2520Set%2520King%2520White.jpeg,boll-branch,queen-size-on-amazon; best-on-amazon; cotton-on-amazon; cotton; deep-pocket; soft,"Luxurious feel, organic cotton, breathable","Higher price point, limited color options",Organic Cotton,Very High,$279.00,Excellent,Not specified,High,4.1/5,"Twin, Twin XL, Full, Queen, King, California King, Split King",Machine wash in cold water; tumble dry medium,9,Sateen,Yes,Very High,30-day return policy,Excellent,8.2,8.2,8.4,8.3,8.1,TRUE,"Luxurious organic cotton sheets, very breathable",,,279,,https://www.amazon.com/BOLL-BRANCH-Signature-Hemmed-Sheet/dp/B0BHZSJ4QK?th=1&linkCode=ll1&tag=aehp-20&linkId=439c467d7cf692a24e5667e5bb9bed6e&language=en_US&ref_=as_li_ss_tl,,,,,
Signature Sheet Set,signature-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,66965d2be17e66400889ea3b,FALSE,TRUE,Tue Jul 16 2024 11:44:43 GMT+0000 (Coordinated Universal Time),Mon Dec 02 2024 04:35:40 GMT+0000 (Coordinated Universal Time),,6,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67480472d33f606f35b9f9b6_673ddd52bb517255df60740b_Miracle%2520Temp-Regulating%2520Sheets.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66bd8968689150700974c051_66b1e04ca7276dd91389e5bb_66a9e716fb53e6c286e6843a_66a0af25a830396f57f390d7_aloft_111817_selects-200_0ee68f0f-9b54-42e7-a8bf-484c6e81f3c2_1024x1024.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66bd8968689150700974c054_66b1e04ca7276dd91389e5b7_66a9e716fb53e6c286e6843e_66a0af267e61fe8670b5b1f6_aloft_111817_selects-85_1024x1024.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66bd8968689150700974c03c_66b1e04ca7276dd91389e5c0_66a9e715fb53e6c286e6842e_66a0af2538ae32c1505ca4e9_aloft_111817_selects-85_large.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66bd8968689150700974c044_66b1e04ca7276dd91389e5c3_66a9e715fb53e6c286e68432_66a0af257166ee1ced7e4bea_aloft_111817_selects-136_42d63849-766d-40d2-8cc1-426aa2662776_1024x1024.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66bd8968689150700974c041_66b1e04ca7276dd91389e5b4_66a9e715fb53e6c286e68436_66a0af254e86780244f9131c_aloft_111817_selects-163_1024x1024.jpeg,miracle,bed-sheets; cotton; affordable; hot-sleepers,"Antibacterial, cooling technology","Higher price point, May wrinkle",Silver-infused cotton,High,$159-$199,Excellent,Not specified,High,4.7,"Twin, Full, Queen, King","Machine wash cold, tumble dry low",3,Sateen,Yes,Moderate,30-day return policy,Good,8.9,8.9,8.8,8.2,8.9,FALSE,"Antibacterial, cooling technology with silver-infused cotton",HOME,for 20% off,119,https://www.dpbolvw.net/click-101231764-16937614,,,,,,
Super Soft Fleece Sheet Set,super-soft-fleece-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,67485fd4a9cd55f47a8aa2df,TRUE,TRUE,Thu Nov 28 2024 12:19:32 GMT+0000 (Coordinated Universal Time),Fri Dec 13 2024 11:00:46 GMT+0000 (Coordinated Universal Time),Fri Dec 13 2024 11:00:46 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67485c556182e762dcacc33c_91D92%2BkiesL._AC_SX679_.jpg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67485c5e16d566351fac9f94_91ZdDd-Bq9L._AC_SX679_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67485c60753166f72d20f2b8_91J2zH4jn6L._AC_SX679_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67485c642307c41547ed5f54_91qioHsayAL._AC_SX679_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67485c65890db1e0ce6b2031_91v8hvi5QlL._AC_SX679_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67485c6716d566351faca271_415JXZkMujL._AC_US100_.jpg,bare-home-us,king-size-on-amazon; cold-sleepers; flannel,"Affordable, soft feel, easy care, wide color selection","Quality may vary, potential for pilling over time",Microfiber,High,$38-$73,Good,Not specified,Moderate,4.6/5,"Twin, Twin XL, Full, Queen, King, Cal King, Split King, Split Cal king, Split Flex king",Machine washable,15,Not specified,Not specified,Moderate,30-day return policy,Average,8,7,7,8,5,FALSE,Soft Fleece sheets with deep pockets,,,42,,https://amazon.com/dp/B0BQWXJRM6?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=homeprinciple-20&aa_campaignid=lv_qXmwycZPWUF5Qf8yGc&aa_adgroupid=lv_Lz1OrN2ssc5B4D2Cmn&aa_creativeid=lv_BgQfZH1KMzJ47RcA80&m=A3UBXJ2R9SZ9Z4,King,,,,
The Original PeachSkinSheets® Classic White Sheet Set,the-original-peachskinsheets-r-classic-white-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,66b36655974746187105f4e8,FALSE,TRUE,Wed Aug 07 2024 12:19:33 GMT+0000 (Coordinated Universal Time),Thu Dec 05 2024 11:20:11 GMT+0000 (Coordinated Universal Time),Sun Dec 08 2024 13:58:09 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b36746f4319153f6114fe0_Classic%20White%20ExpansionPanel.avif,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b36746f4319153f6114fe0_Classic%20White%20ExpansionPanel.avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b367170a30e27ec42f9863_Classic%20White%20Sheet%20Set%20(1).avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b367188968423fab3e5c93_Classic%20White%20Sheet%20Set%20(2).avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b36718b41ed02cb270c63a_Classic%20White%20Sheet%20Set%20(3).avif; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66b36717a4bb6a6a046c37c3_Classic%20White%20Sheet%20Set.avif,peach-skin-sheets,bed-sheets; fitted; hot-sleepers; deep-pocket,"Ultra-soft, moisture-wicking, temperature regulating","May be too thin, Limited color options",Polyfiber,Very high,From $85,Excellent,1500 thread count feel,High,4.5/5,"Twin, Full, Queen, King, Cal King, Split King","Machine wash warm, tumble dry medium",32,Brushed,Yes,Moderate,30-night trial,Very good,8.2,9.2,8,8,8.4,FALSE,"Soft, breathable, and moisture-wicking sheets",,,115,https://www.kqzyfj.com/click-101231764-15469341,,,,,,
Ultra Soft Washed Microfiber Linen-Like Look,ultra-soft-washed-microfiber-linen-like-look,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,6748661d9433bdd2ab3b7171,TRUE,TRUE,Thu Nov 28 2024 12:46:21 GMT+0000 (Coordinated Universal Time),Thu Dec 05 2024 10:55:17 GMT+0000 (Coordinated Universal Time),Sun Dec 08 2024 13:58:09 GMT+0000 (Coordinated Universal Time),,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748640965436a2a19c042e4_71PPh6VLuHL._AC_SX679_.jpg,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674863f702cff6e63f34c1ea_81UljuzV3PL._AC_SX679_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674863f98604f934984ca7f2_81VSHPgCs1L._AC_SX679_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674863fa8082c9b33f610161_81TO0wfotFL._AC_SX679_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/674863fc20c8ae0bfb37a94b_91DaCGpCChL._AC_SX679_.jpg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/67486406387c9c78b7080dcb_81RfQVRHBQL._AC_SX679_.jpg,bare-home-us,queen-size-on-amazon; affordable; deep-pocket,"Natural and airy look, Amazon's choice, Super soft","Quality may vary, Synthetic",Microfiber,High,$27-$38,Good,Not specified,Moderate,4.2/5,"Twin, Twin XL, Full, Queen, King, Cal King, Split King, Split Cal king, Split Flex king",Machine washable,14,Not specified,YES,Moderate,30-day return policy,Average,7.8,7,7,8,5,FALSE,Soft microfiber linen look sheets with deep pockets,,,34,,https://amazon.com/dp/B082DMSKQ7?maas=maas_adg_api_585469917187664326_static_9_129&ref_=aa_maas&tag=homeprinciple-20&aa_campaignid=lv_UEdNlEp8Glfyi4uXtz&aa_adgroupid=lv_TSJoDA9qGzq9rnWph8&aa_creativeid=lv_jCoab2kGKbM4MX5SCr&m=A3UBXJ2R9SZ9Z4,Queen,,,,
Unlimited Extra Deep Pocket Fitted King Sheets,cgk-unlimited-extra-deep-pocket-king-sheets,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,66cc345ce479316bd77accfd,TRUE,TRUE,Mon Aug 26 2024 07:53:00 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 10:01:55 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 10:01:55 GMT+0000 (Coordinated Universal Time),3,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b27774e0889f604984_66cc3605ac16d69dd7f8e53e_Queen%2520Sheets%2520CGK%2520Landscape.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b27774e0889f60499f_66cc34bacf068f2342b3f731_French%2520Grey%2520Queen%2520Sheets%2520(3).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b27774e0889f60498e_66cc34c61adc42aec20adbc3_French%2520Grey%2520Queen%2520Sheets%2520(2).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b27774e0889f60498a_66cc34c6a5a2e2e728619477_Extra%2520Deep%2520Pocket%2520Queen%2520Sheets%2520French%2520Grey%2520(1).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b27774e0889f60497a_66cc34c603ccf308a4a3d0f4_French%2520Grey%2520Queen%2520Sheets%2520(1).jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b27774e0889f60497d_66cc34c667be994bce45df72_French%2520Grey%2520Queen%2520Sheets.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/66cec1b27774e0889f604997_66cc34c6bc7e141f9210f61c_Extra%2520Deep%2520Pocket%2520Queen%2520Sheets%2520French%2520Grey.jpeg,cgk-hotel,fitted-on-amazon; fitted; queen-size-on-amazon; king-size-on-amazon,"Affordable, soft, wrinkle-free","Quality variation, Pilling potential",Microfiber,Medium-High,$35-$45,Very Good,Not specified,Moderate,4.5/5,"Twin, Full, Queen, King, Cal King","Machine washable, tumble dry low",6,Plain Weave,Moderate,Moderate,30-day return policy,Good,9,9.2,8.9,8.7,7,TRUE,"Soft, cooling, wrinkle-free sheets for deep mattresses",,,49,,https://amazon.com/dp/B0C59JNL3L?tag=homeprinciple-20,,,,,
Washed Linen Core Sheet Set,washed-linen-core-sheet-set,6694b4a02ed4cdd356d1fd3c,66731949b7eeafbfe3fa8c36,673f11ca0a16f45b3a8e374b,FALSE,TRUE,Thu Nov 21 2024 10:56:10 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 13:20:26 GMT+0000 (Coordinated Universal Time),Thu Nov 28 2024 13:20:50 GMT+0000 (Coordinated Universal Time),0,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046745eb04d0ca4fc02d_673f109ddf55b626e41e7251_BKL_22-04_Q2Linen_Lifestyle_Look3_1_0431x_PDP_WO_fb70e289-d745-4d62-86e7-3fba3ceb75d3_768x.webp,https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046745eb04d0ca4fc01b_673f108e654a0ffad2aed4fb_linen_core_sheet_set_indigo_768x.webp; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046745eb04d0ca4fc02a_673f10900e0e043a01ae37eb_linen_texture_indigo_r2_768x.jpeg; https://cdn.prod.website-files.com/66731949b7eeafbfe3fa8c49/6748046745eb04d0ca4fc01e_673f10926f59ed62311d7d49_BKL_22-04_Q2Linen_Lifestyle_Look3_2_0484x_PDP_WO_27ce814b-f26e-4710-88db-2c0ac648a42e_768x.webp,brooklinen,linen; best-premium; fitted,"Natural material, breathable, gets softer with use","Wrinkles easily, may feel rough initially",Linen,Medium,$195-$285,Excellent,Not specified,Very Good,4.3/5,"Twin, Twin XL, Full, Queen, King, Cal King","Machine wash cold, tumble dry low",10/3,Linen,Not specified,High,365-day return policy,Excellent,8.4,8,9,8,8,FALSE,"Natural linen sheets with breathable, soft texture",,,240,https://brooklinen.pxf.io/jerXo6?subId1=,,California King,,,,
